"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"2005","Rob Mackowiak","Pirates","142","512","9","57","58","8","8.4 %","19.5 %",".117",".330",".272",".337",".389",".319","92","-0.6","-5.7","7.7","1.9","995"
"1994","Jim Thome","Indians","98","369","20","58","52","3","12.5 %","22.8 %",".255",".303",".268",".359",".523",".375","122","-0.7","9.8","-3.2","1.8","409"
"1993","Terry Pendleton","Braves","161","682","17","81","84","5","5.3 %","14.2 %",".136",".295",".272",".311",".408",".316","87","0.7","-10.2","4.4","1.8","1010157"
"2006","Chad Tracy","Diamondbacks","154","662","20","91","80","5","8.2 %","19.5 %",".169",".327",".281",".343",".451",".341","98","1.0","-0.7","-2.8","1.8","1888"
"1995","Mike Blowers","Mariners","134","498","23","59","96","2","10.6 %","25.7 %",".216",".309",".257",".335",".474",".353","108","-0.1","5.2","-3.3","1.8","1001088"
"1993","B.J. Surhoff","Brewers","148","599","7","66","79","12","6.0 %","7.8 %",".118",".286",".274",".318",".391",".313","87","-1.2","-10.8","9.9","1.8","117"
"1998","Joe Randa","Tigers","138","514","9","56","50","8","8.0 %","13.6 %",".113",".281",".254",".323",".367",".309","80","-1.4","-14.6","15.0","1.8","623"
"2010","Brandon Inge","Tigers","144","580","13","47","70","4","9.3 %","23.1 %",".150",".305",".247",".321",".397",".316","92","-0.7","-6.0","3.9","1.8","470"
"1993","Dean Palmer","Rangers","148","585","33","88","96","11","9.1 %","26.3 %",".258",".279",".245",".321",".503",".356","118","-1.9","11.0","-11.7","1.8","482"
"2009","Brandon Inge","Tigers","161","637","27","71","84","2","8.5 %","26.7 %",".176",".277",".230",".314",".406",".319","88","-2.9","-12.6","8.7","1.8","470"
"1993","Jose Vizcaino","Cubs","151","617","4","74","54","12","7.5 %","11.5 %",".071",".318",".287",".340",".358",".315","89","-1.2","-9.9","5.8","1.8","577"
"1992","Matt Williams","Giants","146","576","20","58","66","7","6.8 %","18.9 %",".157",".249",".227",".286",".384",".297","89","-1.4","-8.4","7.3","1.7","77"
"2010","Mark Reynolds","Diamondbacks","145","596","32","79","85","7","13.9 %","35.4 %",".234",".257",".198",".320",".433",".329","96","-1.6","-4.5","2.4","1.7","7619"
"2004","Pedro Feliz","Giants","144","531","22","72","84","5","4.3 %","16.0 %",".209",".292",".276",".305",".485",".334","100","-1.3","-1.3","1.1","1.7","1112"
"2007","Brandon Inge","Tigers","151","577","14","64","71","9","8.1 %","26.0 %",".140",".305",".236",".312",".376",".303","79","0.2","-14.9","12.5","1.7","470"
"2009","Mark DeRosa","- - -","139","576","23","78","78","3","8.2 %","21.0 %",".183",".282",".250",".319",".433",".328","98","0.7","-0.4","-1.8","1.7","1392"
"1991","Gregg Jefferies","Mets","136","539","9","59","62","26","8.7 %","7.1 %",".103",".278",".272",".336",".374",".323","104","3.2","5.9","-7.7","1.7","1006379"
"1990","Robin Ventura","White Sox","150","565","5","48","54","1","9.7 %","9.4 %",".069",".269",".249",".324",".318",".297","83","-1.6","-12.5","11.2","1.7","854"
"1997","Dean Palmer","- - -","143","592","23","70","86","2","6.9 %","22.6 %",".188",".297",".256",".310",".445",".327","90","-0.4","-8.1","4.2","1.7","482"
"1998","Cal Ripken","Orioles","161","659","14","65","61","0","7.7 %","10.3 %",".118",".286",".271",".331",".389",".322","92","-0.9","-7.6","1.4","1.6","1010978"
"1996","Todd Zeile","- - -","163","704","25","78","99","1","11.6 %","14.8 %",".173",".278",".263",".348",".436",".344","105","-0.4","4.1","-9.5","1.6","457"
"1991","Jim Gantner","Brewers","140","567","2","63","47","4","4.8 %","6.0 %",".078",".298",".283",".320",".361",".304","89","-1.6","-9.1","6.4","1.6","1004483"
"1997","Cal Ripken","Orioles","162","686","17","79","84","1","8.2 %","10.6 %",".132",".279",".270",".331",".402",".323","92","0.3","-6.3","-1.5","1.6","1010978"
"2008","Edwin Encarnacion","Reds","146","582","26","75","68","1","10.5 %","17.5 %",".215",".264",".251",".340",".466",".352","109","0.8","7.2","-10.4","1.6","2151"
"2006","Pedro Feliz","Giants","160","644","22","75","98","1","5.1 %","17.4 %",".184",".263",".244",".281",".428",".300","75","-1.7","-23.1","17.7","1.6","1112"
"1994","Tony Fernandez","Reds","104","422","8","50","50","12","10.4 %","9.5 %",".148",".293",".279",".361",".426",".342","105","-0.7","1.9","0.1","1.6","1004002"
"1993","Todd Zeile","Cardinals","157","647","17","82","103","5","10.8 %","11.7 %",".156",".291",".277",".352",".433",".348","112","-0.5","9.4","-16.7","1.6","457"
"2004","Chad Tracy","Diamondbacks","143","532","8","45","53","2","8.5 %","11.3 %",".123",".309",".285",".343",".407",".327","89","-3.0","-10.6","8.6","1.5","1888"
"1992","Wade Boggs","Red Sox","143","598","7","62","50","1","12.4 %","5.2 %",".099",".261",".259",".353",".358",".317","91","-1.1","-7.0","2.8","1.5","1001124"
"2009","Adam Kennedy","Athletics","129","587","11","65","63","20","7.7 %","14.7 %",".121",".326",".289",".348",".410",".335","103","1.5","3.9","-8.7","1.5","19"
"1999","Dean Palmer","Tigers","150","631","38","92","100","3","9.0 %","24.2 %",".255",".292",".263",".339",".518",".365","112","-0.7","9.6","-14.7","1.5","482"
"2006","David Bell","- - -","145","566","10","60","63","3","8.8 %","12.0 %",".129",".292",".270",".337",".399",".322","88","2.4","-6.5","2.9","1.5","1108"
"2003","Scott Spiezio","Angels","158","581","16","69","83","6","7.9 %","11.4 %",".188",".274",".265",".326",".453",".331","102","0.8","1.9","-6.8","1.5","37"
"2003","Edgardo Alfonzo","Giants","142","586","13","56","81","5","9.9 %","7.0 %",".132",".257",".259",".334",".391",".318","92","0.5","-5.4","1.4","1.5","859"
"2004","Edgardo Alfonzo","Giants","139","576","11","66","77","1","8.0 %","6.9 %",".118",".294",".289",".350",".407",".333","99","-1.1","-1.8","-2.9","1.4","859"
"1999","Scott Brosius","Yankees","133","529","17","64","71","9","7.4 %","14.0 %",".167",".256",".247",".307",".414",".313","82","0.5","-12.2","8.1","1.4","1001477"
"2005","Jorge Cantu","Devil Rays","150","631","28","73","117","1","3.0 %","13.2 %",".211",".289",".286",".311",".497",".343","112","-1.4","7.5","-15.2","1.4","2521"
"2003","Eric Hinske","Blue Jays","124","514","12","74","63","12","11.5 %","20.2 %",".194",".287",".243",".329",".437",".332","97","6.6","4.9","-8.6","1.4","1305"
"1993","Ed Sprague","Blue Jays","150","596","12","50","73","1","5.4 %","14.3 %",".126",".286",".260",".310",".386",".311","85","0.3","-10.4","5.3","1.4","1012356"
"1993","Chris Sabo","Reds","148","611","21","86","82","6","7.0 %","17.2 %",".181",".281",".259",".315",".440",".330","98","-0.3","-2.0","-5.7","1.4","1011357"
"2010","Pablo Sandoval","Giants","152","616","13","61","63","3","7.6 %","13.1 %",".140",".291",".268",".323",".409",".316","96","-3.2","-5.8","-0.5","1.4","5409"
"2011","Martin Prado","Braves","129","590","13","66","57","4","5.8 %","8.8 %",".125",".266",".260",".302",".385",".302","89","-0.8","-8.2","2.5","1.3","3312"
"2009","Pedro Feliz","Phillies","158","625","12","62","82","0","5.6 %","10.9 %",".121",".281",".266",".308",".386",".304","80","-5.0","-20.3","13.6","1.3","1112"
"1999","John Valentin","Red Sox","113","503","12","58","70","0","8.0 %","13.5 %",".144",".270",".253",".315",".398",".312","78","-0.4","-15.3","10.8","1.3","1375"
"1992","Dean Palmer","Rangers","152","613","26","74","72","10","10.1 %","25.1 %",".190",".268",".229",".311",".420",".331","106","0.3","4.6","-12.7","1.3","482"
"2012","Chris Johnson","- - -","136","528","15","48","76","5","5.9 %","25.0 %",".170",".354",".281",".326",".451",".334","108","-1.7","3.4","-7.7","1.3","1191"
"2000","Bill Mueller","Giants","153","631","10","97","55","4","8.2 %","9.8 %",".120",".283",".268",".333",".388",".321","88","0.0","-10.5","3.0","1.3","295"
"1997","Ron Coomer","Twins","140","550","13","63","85","4","4.0 %","16.5 %",".140",".337",".298",".324",".438",".329","92","-0.5","-6.1","-0.3","1.3","816"
"1993","Ken Caminiti","Astros","143","596","13","75","75","8","8.2 %","14.8 %",".129",".290",".262",".321",".390",".313","93","-0.4","-5.7","-2.7","1.3","1001863"
"2010","Alberto Callaspo","- - -","146","601","10","61","56","5","5.2 %","7.0 %",".109",".269",".265",".302",".374",".297","82","-0.9","-13.6","5.4","1.3","3336"
"1996","Jason Giambi","Athletics","140","598","20","84","79","0","8.5 %","15.9 %",".190",".319",".291",".355",".481",".362","112","-0.6","9.4","-18.3","1.2","818"
"2005","Vinny Castilla","Nationals","142","549","12","53","66","4","7.8 %","14.9 %",".150",".280",".253",".319",".403",".312","90","-0.4","-7.2","1.6","1.2","84"
"2004","Joe Crede","White Sox","144","543","21","67","69","1","6.3 %","14.9 %",".180",".244",".239",".299",".418",".311","82","2.8","-9.9","3.1","1.1","227"
"2007","Edwin Encarnacion","Reds","139","560","16","66","76","8","7.0 %","15.4 %",".149",".322",".289",".356",".438",".349","103","3.6","5.9","-12.7","1.1","2151"
"2008","Mark Reynolds","Diamondbacks","152","613","28","87","97","11","10.4 %","33.3 %",".219",".323",".239",".320",".458",".338","97","1.5","-0.6","-8.1","1.1","7619"
"2012","Kevin Youkilis","- - -","122","509","19","72","60","0","10.0 %","21.2 %",".174",".268",".235",".336",".409",".328","103","-2.7","-0.7","-5.1","1.1","1935"
"2011","Edwin Encarnacion","Blue Jays","134","530","17","70","55","8","8.1 %","14.5 %",".181",".292",".272",".334",".453",".343","113","2.1","10.1","-16.6","1.1","2151"
"2013","Mike Moustakas","Royals","136","514","12","42","42","2","6.2 %","16.1 %",".131",".257",".233",".287",".364",".287","77","-2.9","-16.2","9.6","1.1","4892"
"2002","Jeff Cirillo","Mariners","146","547","6","51","54","8","5.7 %","12.2 %",".078",".273",".249",".301",".328",".282","74","-1.4","-19.2","11.5","1.1","1073"
"2008","Jack Hannahan","Athletics","143","501","9","48","47","2","11.0 %","26.1 %",".124",".286",".218",".305",".342",".289","75","-0.7","-16.4","10.2","1.1","3692"
"2010","Jhonny Peralta","- - -","148","615","15","60","81","1","8.6 %","16.7 %",".143",".275",".249",".311",".392",".309","91","-6.0","-12.7","2.2","1.1","1738"
"2009","Jorge Cantu","Marlins","149","643","16","67","100","3","7.3 %","12.6 %",".154",".310",".289",".345",".443",".343","106","-2.5","2.2","-12.8","1.0","2521"
"2006","Aubrey Huff","- - -","131","517","21","57","66","0","9.7 %","12.4 %",".203",".267",".267",".344",".469",".346","107","-0.4","4.5","-12.0","1.0","1213"
"2013","Matt Dominguez","Astros","152","589","21","56","77","0","5.1 %","16.3 %",".162",".254",".241",".286",".403",".301","88","-2.2","-10.2","-0.2","1.0","4903"
"2007","Ty Wigginton","- - -","148","604","22","71","67","3","6.8 %","18.7 %",".181",".310",".278",".333",".459",".343","107","-4.3","0.9","-11.9","0.9","1491"
"2006","Melvin Mora","Orioles","155","705","16","96","83","11","7.7 %","14.0 %",".117",".300",".274",".342",".391",".324","91","3.1","-4.8","-9.6","0.9","157"
"2004","Ty Wigginton","- - -","144","545","17","63","66","7","8.3 %","15.0 %",".172",".281",".261",".324",".433",".324","94","0.7","-3.7","-4.9","0.9","1491"
"1994","Charlie Hayes","Rockies","113","463","10","46","50","3","7.8 %","15.3 %",".144",".327",".288",".348",".433",".341","90","-2.0","-7.9","2.0","0.9","1005525"
"1999","Ron Coomer","Twins","127","501","16","53","65","2","6.0 %","13.8 %",".161",".278",".263",".307",".424",".318","80","0.0","-13.4","4.9","0.9","816"
"1991","Gary Gaetti","Angels","152","634","18","58","66","5","5.2 %","16.4 %",".133",".269",".246",".293",".379",".301","84","-1.0","-12.7","1.4","0.9","1004422"
"2007","Jose Bautista","Pirates","142","614","15","75","63","6","11.1 %","16.4 %",".160",".284",".254",".339",".414",".332","97","-2.2","-4.6","-6.3","0.9","1887"
"1992","Tim Wallach","Expos","150","602","9","53","59","2","8.3 %","15.0 %",".108",".249",".223",".296",".331",".288","81","-0.5","-13.2","3.6","0.9","1013554"
"1995","Ed Sprague","Blue Jays","144","602","18","77","74","0","9.6 %","15.9 %",".163",".263",".244",".333",".407",".328","93","-0.1","-6.0","-5.3","0.9","1012356"
"2002","Tony Batista","Orioles","161","682","31","90","87","5","7.3 %","15.7 %",".213",".246",".244",".309",".457",".326","100","-0.8","-0.5","-13.9","0.9","124"
"2004","Rob Mackowiak","Pirates","155","555","17","65","75","13","9.0 %","20.5 %",".173",".283",".246",".319",".420",".320","89","-0.5","-8.4","-1.3","0.9","995"
"2001","Adrian Beltre","Dodgers","126","515","13","59","60","13","5.4 %","15.9 %",".145",".294",".265",".310",".411",".311","90","0.8","-5.7","-2.1","0.9","639"
"2009","Jhonny Peralta","Indians","151","645","11","57","83","0","7.9 %","20.8 %",".120",".309",".254",".316",".375",".307","83","-3.3","-17.2","4.0","0.9","1738"
"1994","Sean Berry","Expos","103","359","11","43","41","14","8.9 %","13.9 %",".175",".299",".278",".347",".453",".343","103","2.8","4.2","-7.2","0.9","1000910"
"2001","Jay Bell","Diamondbacks","129","509","13","59","46","0","12.8 %","15.5 %",".152",".274",".248",".349",".400",".329","93","-0.5","-5.2","-2.7","0.9","48"
"1998","Fernando Tatis","- - -","150","579","11","69","58","13","6.2 %","21.2 %",".139",".341",".276",".329",".415",".326","91","0.4","-6.4","-4.6","0.8","798"
"2003","Wes Helms","Brewers","134","536","23","56","67","0","8.0 %","24.4 %",".189",".307",".261",".330",".450",".336","101","-1.1","-0.6","-8.9","0.8","94"
"2010","Miguel Tejada","- - -","156","681","15","71","71","2","4.4 %","9.8 %",".112",".280",".269",".312",".381",".306","88","-4.0","-13.5","-1.7","0.7","941"
"1996","Charlie Hayes","- - -","148","569","12","58","75","6","6.5 %","15.8 %",".122",".283",".253",".300",".375",".296","72","1.1","-19.0","8.2","0.7","1005525"
"1990","Charlie Hayes","Phillies","152","597","10","56","57","4","4.7 %","15.2 %",".089",".290",".258",".293",".348",".288","75","-1.0","-18.6","5.1","0.7","1005525"
"1994","Scott Brosius","Athletics","96","360","14","31","49","2","6.7 %","15.8 %",".179",".243",".238",".289",".417",".306","82","-2.2","-10.8","5.7","0.7","1001477"
"2013","Alberto Callaspo","- - -","136","516","10","52","58","0","10.3 %","9.1 %",".110",".266",".258",".333",".369",".312","100","-5.6","-5.8","-5.2","0.7","3336"
"1990","Carney Lansford","Athletics","134","564","3","58","50","16","8.0 %","8.9 %",".051",".290",".268",".333",".320",".300","90","-2.6","-9.1","-2.7","0.6","1007331"
"2001","Joe Randa","Royals","151","636","13","59","83","3","6.6 %","12.6 %",".133",".271",".253",".307",".386",".301","74","-0.3","-21.3","5.5","0.6","623"
"2007","Nick Punto","Twins","150","536","1","53","25","16","10.3 %","16.8 %",".061",".255",".210",".291",".271",".260","52","1.7","-30.3","18.2","0.6","1429"
"2005","David Bell","Phillies","150","617","10","53","61","0","7.6 %","11.2 %",".113",".266",".248",".310",".361",".294","72","-3.3","-25.0","11.2","0.6","1108"
"1993","Gary Sheffield","- - -","140","557","20","67","73","17","8.4 %","11.5 %",".182",".300",".294",".361",".476",".365","123","1.5","17.1","-30.8","0.6","114"
"1999","Vinny Castilla","Rockies","158","674","33","83","102","2","7.9 %","11.1 %",".203",".266",".275",".331",".478",".345","78","-0.9","-20.8","4.4","0.6","84"
"2000","Dean Palmer","Tigers","145","604","29","73","102","4","10.9 %","24.2 %",".216",".292",".256",".338",".471",".347","104","0.0","3.4","-18.0","0.5","482"
"1994","Scott Leius","Twins","97","391","14","57","49","2","9.5 %","14.8 %",".171",".257",".246",".318",".417",".323","88","-1.4","-7.8","-0.1","0.5","1007505"
"2010","Jose Lopez","Mariners","150","622","10","49","58","3","3.7 %","10.6 %",".099",".254",".239",".270",".339",".270","69","-3.0","-25.8","9.9","0.5","3114"
"1990","Craig Worthington","Orioles","133","501","8","46","44","1","12.6 %","19.2 %",".096",".272",".226",".328",".322",".303","89","-0.8","-6.9","-4.1","0.5","1014261"
"1991","Tim Wallach","Expos","151","637","13","60","73","2","7.8 %","15.7 %",".109",".250",".225",".292",".334",".282","76","-1.2","-18.2","2.4","0.5","1013554"
"2000","David Bell","Mariners","133","512","11","57","47","2","8.2 %","12.9 %",".134",".265",".247",".316",".381",".310","81","-0.9","-14.4","0.7","0.4","1108"
"1990","Ken Caminiti","Astros","153","596","4","52","51","9","8.1 %","16.3 %",".067",".286",".242",".302",".309",".277","72","0.0","-19.6","3.3","0.4","1001863"
"1999","Ed Sprague","Pirates","137","564","22","71","81","3","8.9 %","16.5 %",".198",".286",".267",".352",".465",".353","103","-2.1","0.4","-13.8","0.4","1012356"
"2005","Aaron Boone","Indians","143","565","16","61","60","9","6.2 %","16.3 %",".135",".264",".243",".299",".378",".296","80","0.6","-13.4","-2.0","0.4","311"
"1994","Mariano Duncan","Phillies","88","374","8","49","48","10","4.5 %","19.3 %",".138",".314",".268",".306",".406",".311","83","1.1","-7.0","-1.6","0.4","1003554"
"2013","Trevor Plouffe","Twins","129","522","14","44","52","2","6.5 %","21.5 %",".138",".301",".254",".309",".392",".309","93","-3.6","-7.6","-6.6","0.3","7462"
"2013","Mark Reynolds","- - -","135","504","21","55","67","3","10.1 %","30.6 %",".173",".282",".220",".306",".393",".310","95","-0.6","-3.4","-10.4","0.3","7619"
"1994","Jeff King","Pirates","94","378","5","36","42","3","7.9 %","10.1 %",".112",".277",".263",".316",".375",".305","78","-0.3","-10.9","0.8","0.3","1006931"
"2003","Shea Hillenbrand","- - -","134","554","20","60","97","1","4.3 %","12.6 %",".188",".286",".280",".314",".468",".331","95","1.3","-2.4","-13.6","0.2","196"
"2005","Hank Blalock","Rangers","161","705","25","80","92","1","7.2 %","18.7 %",".168",".294",".263",".318",".431",".325","93","-3.6","-9.3","-12.6","0.2","1419"
"2013","David Freese","Cardinals","138","521","9","53","60","1","9.0 %","20.3 %",".119",".320",".262",".340",".381",".322","105","-1.9","1.1","-14.9","0.2","9549"
"2004","Eric Hinske","Blue Jays","155","634","15","66","69","12","8.5 %","17.2 %",".130",".277",".246",".312",".375",".302","76","1.8","-17.8","-2.2","0.2","1305"
"1992","Jeff King","Pirates","130","522","14","56","65","4","5.2 %","10.7 %",".140",".234",".231",".272",".371",".288","80","-1.6","-12.7","-1.8","0.2","1006931"
"2002","Todd Zeile","Rockies","144","580","18","61","87","1","11.4 %","15.9 %",".152",".298",".273",".353",".425",".341","89","0.1","-8.0","-9.4","0.1","457"
"2005","Mike Lowell","Marlins","150","558","8","56","58","4","8.2 %","10.4 %",".124",".248",".236",".298",".360",".289","74","-2.0","-20.0","3.0","0.1","527"
"2000","Scott Brosius","Yankees","135","519","16","57","64","0","8.7 %","14.1 %",".145",".240",".230",".299",".374",".298","71","-1.3","-21.8","3.8","0.1","1001477"
"2008","Garrett Atkins","Rockies","155","664","21","86","99","1","6.0 %","15.1 %",".165",".308",".286",".328",".452",".338","94","-0.9","-5.6","-15.8","0.0","1790"
"2010","Aramis Ramirez","Cubs","124","507","25","61","83","0","6.7 %","17.8 %",".211",".245",".241",".294",".452",".322","94","-6.0","-9.8","-5.8","0.0","1002"
"2003","Ty Wigginton","Mets","156","633","11","73","71","12","7.3 %","19.6 %",".141",".305",".255",".318",".396",".313","88","2.3","-7.3","-13.3","0.0","1491"
"2003","Tony Batista","Orioles","161","670","26","76","99","4","4.2 %","15.2 %",".158",".240",".235",".270",".393",".284","71","-2.9","-26.8","3.1","-0.1","124"
"2011","Mark Reynolds","Orioles","155","620","37","84","86","6","12.1 %","31.6 %",".262",".266",".221",".323",".483",".350","116","-3.0","8.9","-29.6","-0.1","7619"
"1997","Ed Sprague","Blue Jays","138","562","14","63","48","0","9.1 %","18.1 %",".157",".260",".228",".306",".385",".308","80","-0.4","-14.4","-6.7","-0.2","1012356"
"2011","Casey McGehee","Brewers","155","600","13","46","67","0","7.5 %","17.3 %",".123",".249",".223",".280",".346",".275","68","-6.9","-29.2","9.0","-0.2","6086"
"2013","Michael Young","- - -","147","565","8","52","46","1","7.6 %","14.7 %",".116",".319",".279",".335",".395",".320","102","-4.6","-3.0","-15.4","-0.2","1286"
"1994","Steve Buechele","Cubs","104","387","14","33","52","1","10.1 %","20.7 %",".162",".274",".242",".325",".404",".321","90","0.2","-4.6","-10.5","-0.2","1001630"
"1998","Ed Sprague","- - -","132","510","20","57","58","1","5.1 %","17.6 %",".181",".233",".222",".280",".403",".298","74","-0.7","-18.1","-1.9","-0.2","1012356"
"1997","Scott Brosius","Athletics","129","526","11","59","41","9","6.5 %","19.4 %",".115",".232",".203",".259",".317",".258","50","0.1","-33.6","12.1","-0.3","1001477"
"2010","Jorge Cantu","- - -","127","515","11","50","56","0","5.6 %","18.4 %",".136",".295",".256",".304",".392",".306","83","0.6","-9.5","-10.1","-0.3","2521"
"2011","Danny Valencia","Twins","154","608","15","63","72","2","6.6 %","16.8 %",".137",".275",".246",".294",".383",".297","84","-3.4","-14.9","-8.7","-0.4","6364"
"1995","Todd Zeile","- - -","113","473","14","50","52","1","7.2 %","16.1 %",".150",".267",".246",".305",".397",".310","83","0.1","-9.9","-10.5","-0.4","457"
"1994","Dean Palmer","Rangers","93","371","19","50","59","3","7.0 %","24.0 %",".219",".277",".246",".302",".465",".331","91","-1.2","-5.7","-11.2","-0.4","482"
"1998","Russ Davis","Mariners","141","550","20","68","82","4","6.2 %","24.4 %",".183",".308",".259",".305",".442",".322","89","-0.5","-8.3","-14.9","-0.4","1003076"
"2006","Hank Blalock","Rangers","152","646","16","76","89","1","7.9 %","15.2 %",".135",".294",".266",".325",".401",".315","82","-2.1","-17.0","-10.0","-0.5","1419"
"1998","Ron Coomer","Twins","137","555","15","54","72","2","3.2 %","13.0 %",".130",".291",".276",".295",".406",".304","75","-0.5","-18.5","-5.5","-0.5","816"
"2012","Jordan Pacheco","Rockies","132","505","5","51","54","7","4.4 %","12.1 %",".112",".344",".309",".341",".421",".330","91","-1.0","-6.6","-13.9","-0.5","2677"
"2004","Tony Batista","Expos","157","650","32","76","110","14","4.0 %","12.0 %",".215",".225",".241",".272",".455",".304","76","-5.6","-25.4","-1.3","-0.5","124"
"2001","Cal Ripken","Orioles","128","516","14","43","68","0","5.0 %","12.2 %",".122",".244",".239",".276",".361",".275","67","-0.9","-22.3","-0.8","-0.5","1010978"
"1999","Greg Norton","White Sox","132","510","16","62","50","4","13.5 %","18.2 %",".170",".289",".255",".358",".424",".346","101","-1.0","-0.4","-21.7","-0.5","1388"
"2009","Mark Teahen","Royals","144","571","12","69","50","8","6.5 %","21.5 %",".137",".332",".271",".325",".408",".321","90","-2.6","-9.4","-15.4","-0.5","4511"
"2009","Emilio Bonifacio","Marlins","127","509","1","72","27","21","6.7 %","18.7 %",".056",".312",".252",".303",".308",".277","61","4.8","-19.6","-3.1","-0.6","4054"
"1994","Ed Sprague","Blue Jays","109","445","11","38","44","1","5.2 %","21.3 %",".133",".284",".240",".296",".373",".295","71","0.2","-16.9","-6.2","-0.8","1012356"
"2002","Aramis Ramirez","Pirates","142","570","18","51","71","2","5.1 %","16.7 %",".153",".248",".234",".279",".387",".287","70","-0.9","-22.1","-4.2","-0.8","1002"
"1996","Terry Pendleton","- - -","153","618","11","51","75","2","6.6 %","18.0 %",".107",".275",".238",".290",".345",".279","65","-1.1","-28.4","-0.7","-1.0","1010157"
"1990","Jim Presley","Braves","140","577","19","59","72","1","5.0 %","22.5 %",".172",".283",".242",".282",".414",".310","86","-0.4","-10.1","-20.4","-1.0","1010523"
"1993","Tim Wallach","Dodgers","133","522","12","42","62","0","6.1 %","13.4 %",".119",".233",".222",".271",".342",".272","66","-0.7","-22.8","-6.0","-1.0","1013554"
"2002","Vinny Castilla","Braves","143","578","12","56","61","4","3.8 %","11.9 %",".116",".244",".232",".268",".348",".267","58","-1.1","-31.5","0.7","-1.2","84"
"2001","Geoff Blum","Expos","148","514","9","57","50","9","8.4 %","18.3 %",".115",".276",".236",".313",".351",".289","66","-0.4","-23.1","-6.7","-1.3","550"
"2003","Jose Hernandez","- - -","150","571","13","58","57","2","8.1 %","31.0 %",".121",".311",".225",".287",".347",".281","58","0.2","-30.8","-2.5","-1.4","688"
"2000","Mike Lamb","Rangers","138","538","6","65","47","0","6.3 %","11.2 %",".095",".305",".278",".328",".373",".309","72","-0.9","-21.4","-14.3","-1.6","1258"
